FLH_pv,FLH_el
1883.22,5545.3116032742255
1888.1206896551723,5503.4219944071665
1891.2894736842106,5601.653603619925
1893.4473684210527,5437.812814307079
1895.375,5514.632710696402
1898.375,5406.8621327330475
1899.6842105263158,5733.731652528484
1899.142857142857,5856.738431536214
1901.0,5801.861301513651
1903.4166666666667,5341.155058718665
1907.0,4865.676004732872
1907.5,4716.216089242691
1910.157894736842,4724.051196960645
1910.9032258064517,4987.18632691438
1910.1777777777777,5425.432200193842
1913.4545454545455,5099.848881708982
1916.5227272727273,5245.963022944663
1925.4651162790697,5091.199685259169
1931.6860465116279,5101.103803583275
1909.142857142857,5496.600500705041
1881.75,5823.468773578963
1834.1,6374.405427849299
1836.6470588235295,6346.541923834826
1839.7142857142858,6307.936894380866
1844.6666666666667,6262.531415191916
1846.0434782608695,6287.00174547403
1848.1666666666667,6252.52633791024
1849.9722222222222,6126.051680285047
1852.8095238095239,6058.6928967291315
1856.2571428571428,6105.949147977168
1861.4814814814815,6069.134397310176
1861.6666666666667,6087.832801858458
1866.675,6060.225738777692
1876.0,5773.2959869498445
1882.0655737704917,5666.853645530617
1882.2173913043478,5738.610485918092
1882.2676056338028,5908.799674000969
1881.054054054054,6071.556822644692
1885.140625,5906.087719500676
1890.0869565217392,5972.727001823747
1893.2380952380952,6113.598153578729
1894.5172413793102,6267.144219474838
1894.8,6414.122798713477
1900.65,6112.0826383912645
1907.68,5253.252374531847
1907.8333333333333,4923.757382941869
1908.3333333333333,4787.42789822162
1909.7857142857142,4817.166045661492
1910.3818181818183,5119.474964552035
1910.655172413793,5258.506337112514
1912.5238095238096,5226.999815649091
1916.3589743589744,5386.483601983724
1919.0701754385964,5642.710726571153
1924.974025974026,5278.531167254376
1933.469387755102,5381.993977538339
1917.4158415841584,5749.683216991689
1891.95,6224.462596584868
1833.5,6418.145153739373
1836.0,6415.960787510994
1831.9245283018868,6372.926260654553
1836.5714285714287,6296.658229850786
1844.0,6265.2257566387125
1848.5294117647059,6253.5613663976255
1849.4411764705883,6160.318024692795
1852.875,6182.302670235134
1856.52,6191.445659436198
1860.235294117647,6130.877421976329
1861.860465116279,6082.670247368078
1866.1176470588234,5965.79283893606
1875.0833333333333,5766.304324506607
1877.4848484848485,5885.204767487856
1877.8076923076924,6197.767355785676
1879.2,6289.90497477146
1876.5744680851064,6279.788411605143
1881.936507936508,5998.742404129327
1891.939393939394,5776.980286576232
1892.7714285714285,5969.958257436781
1891.75,6446.819548041356
1894.6666666666667,6418.9764792833885
1903.0,5835.291819667997
1909.2105263157894,5217.032407891034
1907.8648648648648,5210.699308759358
1907.75,5048.611924660363
1910.5714285714287,4923.009170944133
1912.1333333333334,4955.559317252104
1913.08,5051.686222174903
1915.3,4984.739964391949
1916.3902439024391,5192.894362158811
1917.2941176470588,5431.223247073969
1920.6567164179105,5551.990232776821
1928.8947368421052,5634.307706653577
1938.1772151898733,5638.65430445518
1901.1868131868132,6200.75615851293
1830.1304347826087,6440.630811654759
1834.162162162162,6415.371243181959
1831.8028169014085,6412.125825411407
1829.607594936709,6358.326380607177
1840.698113207547,6294.247172861331
1845.8363636363636,6257.284266314557
1850.0384615384614,6241.290811797837
1851.4117647058824,6256.7661918067315
1857.5,6200.055170284206
